Region,Country,CountryID,Industry,Edition,Category,ParentID,Subcategory,ProductID,Lowest Level,Modelled,Hierarchy Level,Data Type,DataTypeID,Unit,Unit Multiplier,Current/Constant,Currency Conversion,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Middle East and Africa,Iran,271,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",218782.9498,194498.0424,178938.199,152228.094,164235.8461,187890.735,207237.844,214130.5747,223106.9284,202255.3548,197840.1204,170023.7995,180566.9753,215976.1592,243176.1967,253513.6168,249518.2422,248642.4331,255238.9169,273363.4324,282616.7846,290363.3106,295978.9371,311201.1338,322619.1034,348944.8222,377066.2855,399942.897,418564.2383,444561.2631,472866.4787,475590.1897,494376.0022,523539.2425,537439.2094,507202.8795,493929.7322,501474.2568,511859.1029,523040.0751,535557.563,548416.671,561577.1355,575055.3967,588856.617,602989.2067,617460.9386,632280.0043,647454.7244,662993.6378,678905.4851,695199.2167,711883.9979,728969.2138
Middle East and Africa,Israel,272,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",66924.2517,69673.25703,72964.48791,75561.27142,79130.29776,80257.49698,82332.8788,84152.69971,87898.24633,91019.17465,96613.19856,100056.3625,101476.4135,108207.2547,114802.0021,123015.9992,127655.3508,136604.9981,145602.8018,154037.4411,160002.8337,166932.2844,173050.1523,188491.9712,188700.7637,188585.2977,190616.4934,200248.6117,208937.1586,221014.1025,234865.3657,243087.415,247716.3099,261961.1867,272939.6615,281116.4698,290568.5501,298974.594,309505.5911,319848.5406,330083.7634,340649.9791,351549.8305,362799.6791,374409.2008,386390.314,398754.7982,411514.9538,424683.4323,438273.3021,452298.0478,466771.5853,481708.276,497122.9397
Middle East and Africa,Kenya,283,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",11977.54245,13055.52127,13551.63108,14306.72797,14893.30381,15645.71352,15894.94974,16149.26893,16807.02866,17980.4954,19025.34199,20184.17557,21103.36292,21975.77595,22270.03159,22029.51524,22008.5872,22565.62455,23533.01287,24476.92202,24530.77125,25347.64593,25957.76377,26113.25077,27281.34472,27430.48245,28234.8526,29676.00018,31433.63749,33418.77937,35755.76966,36301.87692,37294.78219,39458.96423,41187.04681,43063.89266,45082.42281,47404.00513,50270.18421,53476.41656,56916.55444,60617.26881,64585.27522,68743.71993,73170.89156,77871.8567,82851.21519,88139.77416,93753.37227,99711.45178,106038.3885,112756.7233,119891.3524,127469.1483
Middle East and Africa,Morocco,305,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",27788.75745,28400.11011,29763.3154,30891.94032,30037.77817,32927.11205,32743.70804,34163.80265,36324.32153,39339.24022,38338.44995,42331.39951,43332.96042,45081.44538,48191.16348,46249.5415,45780.57115,50522.52271,47198.64594,52964.90452,51785.37609,55759.90371,56054.8736,56947.82774,61248.52769,63279.52886,67276.8967,70507.53328,72607.9527,78242.32983,80359.56727,84849.2563,88886.38391,92124.51488,96717.84319,99324.38906,103835.7028,107893.6021,113167.4413,119031.7782,125442.8297,132480.1725,139899.0621,147650.4357,155888.3889,164574.0275,173731.9618,183409.8986,193622.9444,204403.1101,215784.9952,227799.4435,240482.4663,253871.6439
Middle East and Africa,Nigeria,318,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",138682.6668,136047.6962,123123.165,126659.2623,153052.5194,151440.8764,143793.1121,140885.6154,152611.5252,139251.9123,124279.5467,133653.9529,142297.354,160463.0342,159471.3727,160163.4784,163510.8951,164998.8443,164492.2978,172707.0432,177546.2945,182368.4519,183232.8783,192977.2028,208731.8616,252935.008,279075.8411,308616.0188,325259.6807,345461.5595,369547.1394,392520.3676,419739.3628,452645.8353,474768.3871,495085.0428,521791.991,554144.1747,591098.6323,631647.9984,675256.9762,719749.6584,767728.1706,818904.9305,873168.3009,931081.6735,992784.2836,1058511.353,1128579.539,1203261.338,1282865.715,1367726.315,1458189.944,1554629.291
Middle East and Africa,Saudi Arabia,348,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",248408.9775,248409.0024,270020.5856,287623.2276,301115.6332,267697.8202,245701.0903,238113.8406,227817.7982,238857.8487,229876.7936,248781.8611,262857.9388,284748.7479,310672.2739,325050.1868,325137.9503,327300.1177,327957.9909,339056.0893,347844.4232,357705.8126,355030.1731,372302.391,374338.8851,374818.0389,403525.3525,440868.2757,472858.3275,499228.0784,529143.0918,573735.3613,584230.057,627663.8946,681454.0499,721066.1611,748449.6491,781987.4309,816121.8195,850214.1864,884361.9105,919705.2043,956501.7703,994759.6005,1034550.581,1075932.444,1118969.785,1163728.563,1210277.708,1258688.816,1309036.369,1361397.824,1415853.733,1472487.893
Middle East and Africa,South Africa,393,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",144416.9675,148749.4765,154401.9566,164624.9102,173450.4516,172786.1364,169594.7764,178242.4141,176083.8984,176115.5935,179815.7822,187368.045,191855.5097,191245.4092,189298.5309,185253.2213,187539.246,193604.2653,199636.9742,208235.3386,213747.3281,214852.4017,219918.6214,229056.2401,235321.8927,243947.2641,251141.4505,262579.7969,276444.2668,291893.1294,308086.6506,319179.2172,314272.4399,323972.8851,335633.5732,344187.0747,350649.9695,356454.9624,366961.8048,378049.1659,389370.987,401057.3848,413087.6947,425480.7035,438245.0225,451392.4005,464934.1658,478882.1919,493248.6565,508046.1162,523287.4996,538986.1246,555155.7084,571810.3796
Middle East and Africa,Tunisia,371,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",10482.6018,11153.48832,11889.61855,12769.45032,13474.57937,13409.63189,14036.39809,14840.82406,15682.00197,15454.14248,16489.72457,16501.43227,16927.00421,18124.58976,18831.9925,20302.20615,20747.02749,21406.99043,21909.4125,23475.27821,24752.09859,25981.04029,27544.57929,28728.9962,30122.55298,30634.57829,32310.21927,34235.08246,35604.45287,37617.57371,39967.96887,41751.03176,43054.66797,44385.81238,43555.10078,45239.8897,46272.06978,47764.21783,50075.02118,52329.39864,54685.26817,57147.19894,59720.53731,62407.96148,65216.31975,68151.05414,71217.85158,74422.6549,77771.67437,81271.39971,84928.6127,88750.40027,92744.16829,96917.65586
Middle East and Africa,United Arab Emirates,375,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",106806.6632,104350.1099,130333.2873,128013.3548,138285.1463,128345.21,121607.0865,127019.8179,123816.3781,99958.20021,105259.9831,102499.0138,118625.1836,146575.6494,149713.8341,154347.4772,154302.7164,165664.0255,176564.7183,185993.2743,201901.279,203498.3182,211131.5401,237161.9477,241547.0721,247424.8178,269199.6322,294952.6857,309273.0414,339697.0941,350514.4519,361702.2154,342738.4507,348343.7635,365361.2992,382452.5051,402340.0354,419865.9673,437445.7554,454598.0035,472636.4522,491844.3977,512280.5324,533286.0874,555225.7494,578137.4945,601953.6074,626779.4884,652645.1745,679578.5956,707636.0024,736859.6368,767295.6531,798995.9176
North America,Canada,187,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",745200.3539,775008.3681,804458.6861,821859.1275,850648.8527,824940.6025,846197.3864,893453.0326,935347.0593,956046.3643,994801.4016,1042099.412,1067071.552,1068622.563,1045994.749,1055150.247,1082773.245,1132202.681,1163250.694,1182846.914,1233417.212,1285308.082,1351742.514,1420987.006,1445782.135,1486559.045,1515179.762,1562738.333,1612170.05,1654437.629,1687664.151,1707500.588,1661202.188,1717255.391,1760671.323,1790761.026,1826738.799,1866680.694,1913390.099,1960530.397,2007352.279,2051798.099,2096741.382,2140932.351,2185856.814,2231769.222,2278633.854,2326485.843,2375341.865,2425224.092,2476153.786,2528153.021,2581244.235,2635450.364
North America,USA,380,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",6327112.227,6678962.227,6891053.737,6874197.37,7052576.145,6917831.891,7238316.245,7763744.157,8092870.067,8377081.225,8667053.421,9031385.668,9363818.84,9543477.846,9536543.264,9875590.96,10146679.76,10556246.81,10843231.8,11254825.89,11759876.8,12283171,12878478.15,13405292.98,13536147.66,13777924.62,14164645.01,14700844.99,15192644.03,15597749.19,15875201.66,15828906.21,15389566.44,15779195.31,16031912.4,16403983.69,16768050,17130312.78,17701527.57,18247426.35,18787001.61,19301644.89,19798102.02,20297549.48,20806011.92,21325621.37,21857539.2,22402392.08,22960736.97,23533073.35,24119848.47,24721468.35,25338306.07,25970737.52
Western Europe,Austria,169,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",197514.8652,197119.8354,207764.3065,211296.2998,211085.0035,215306.7035,221765.9046,221987.6705,227537.3623,232770.7216,236029.5117,243818.4856,253327.4066,264220.485,273203.9815,278941.2651,280335.9715,287064.0348,294814.7637,302185.1328,309135.3909,320882.5357,332113.4245,344401.6212,347354.6003,353237.926,356296.6342,365523.3104,374298.3255,388034.1802,402414.4866,408032.8288,392487.025,399430.8772,410752.2101,414327.6895,415669.9188,420308.3168,427632.1563,434563.5518,440648.2422,446813.9433,453070.2433,459412.9855,465844.8316,472366.6418,478979.7795,485685.4964,492485.0933,499379.8847,506371.203,513460.3999,520648.8455,527937.9293
Western Europe,Belgium,174,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",260616.722,268023.1797,274297.7981,286487.5922,285628.1294,287341.8982,288203.9239,295409.022,300430.9754,305838.7329,312873.0238,327578.0559,339043.2879,349553.6298,355845.5951,361183.2791,357571.4463,369013.7326,377814.7101,383104.116,397278.9683,404827.2687,418996.2231,434422.4657,437932.5315,443885.1078,447468.282,462096.1652,470187.6163,482892.6927,496896.0804,501649.7307,487399.9632,498723.1434,507544.5268,506853.5101,508113.6095,514030.2518,521405.2029,528322.3572,535623.4777,543172.9004,551279.2399,559557.515,567948.4437,576468.3235,585115.1739,593891.9483,602800.3142,611842.3219,621019.9552,630335.2546,639790.2834,649387.1376
Western Europe,Denmark,214,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",183299.6608,187515.553,195016.1751,194041.0943,192294.7244,199409.6292,204793.6892,213395.0242,221930.8251,232805.4356,233503.8519,233270.348,234669.9701,238424.6896,241524.2106,246354.6948,246108.3401,259644.2988,267693.2721,275188.6837,283994.7216,290242.6054,297788.9132,308211.5251,310383.8812,311829.562,313026.261,320215.1012,328045.0345,339181.0211,344551.1247,341850.126,322480.2568,326952.6158,330563.7078,329318.8488,330594.909,333498.2962,339162.548,345122.4123,351002.2663,357299.3075,363735.0514,370281.1156,376946.4877,383731.4406,390638.6296,397670.119,404828.1832,412115.0894,419533.1611,427084.7579,434772.2836,442598.1847
Western Europe,Finland,240,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",111972.53,115219.7334,123400.3345,130063.9525,131754.7839,135707.4274,139778.6503,144111.7884,148867.4774,152738.0318,158083.863,166304.2238,174785.7393,175659.6679,165120.0879,159340.8848,158066.1577,163914.6056,170471.1898,176608.1526,187557.8581,196935.751,204616.2453,215460.9063,220381.4893,224423.5714,228939.9463,238385.0535,245334.827,256157.1759,269823.6512,270615.7689,247509.076,255832.8314,263059.6831,260407.8817,257131.8393,256866.6356,260499.04,264366.7363,268614.6557,273416.6484,278345.0661,283353.4236,288454.2818,293646.3254,298931.9953,304312.7622,309790.3942,315366.6205,321043.2197,326821.9976,332704.7936,338693.4799
Western Europe,France,243,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",1403191.212,1457915.669,1507484.802,1531604.559,1546445.807,1583560.506,1602563.232,1626601.681,1652627.308,1690637.736,1731213.042,1812580.055,1888708.417,1937814.836,1957406.144,1986767.236,1972859.865,2016262.782,2056588.038,2079210.506,2124953.137,2197201.544,2269532.528,2353051.267,2396237.739,2418494.098,2440256.179,2502363.621,2548135.567,2610997.827,2670665.103,2676038.692,2597680.24,2648756.061,2703744.182,2712727.679,2720505.367,2739608.241,2774752.538,2815655.803,2858047.388,2901063.538,2947293.806,2994490.022,3042391.27,3091072.367,3140528.76,3190777.432,3241829.815,3293699.1,3346398.278,3399940.65,3454339.7,3509609.136
Western Europe,Germany,212,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",1911928.742,1969286.604,2051996.641,2078098.039,2080383.947,2063990.521,2096085.574,2155320.952,2202565.587,2255801.598,2288939.323,2374454.096,2467366.485,2608573.869,2739289.505,2791336.006,2763422.646,2832508.212,2880660.852,2903706.138,2953069.143,3009177.457,3066351.828,3161408.735,3209281.65,3209525.916,3197557.649,3234602.411,3256503.446,3377081.351,3487645.272,3525422.678,3344514.904,3478546.251,3594582.037,3619254.665,3634807.671,3706988.591,3776865.715,3843190.262,3900807.053,3955909.191,4014928.923,4075223.981,4136333.279,4198383.376,4261357.752,4325278.481,4390157.56,4456009.946,4522850.084,4590692.835,4659553.228,4729446.526
Western Europe,Greece,254,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",159315.1056,170785.7932,176421.7244,177616.0995,174855.9453,172874.8274,171009.5081,174448.5093,178827.1669,179753.4916,175692.8602,183226.57,190189.1797,190189.1797,196085.0443,197457.6396,194298.3174,198184.2837,202344.1718,207200.4319,214659.6475,221958.0755,229504.6501,237600.0433,247570.9608,256087.2995,271309.7296,283159.5872,289617.0595,305670.0798,316484.6511,315987.6003,306077.8859,290950.4291,270278.7394,251411.5604,241719.6227,241099.7706,245243.0629,253760.9897,262738.9139,271337.9704,278972.1286,285984.2172,293126.7159,300456.7884,307967.6974,315667.0268,323558.6662,331647.6426,339938.8312,348437.3028,357148.2353,366076.9412
Western Europe,Ireland,264,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",53964.32239,57839.8899,60272.76502,62019.24904,63577.61105,64527.11874,64055.54263,66109.63155,67395.97931,67683.24669,70146.62808,72249.01859,76305.08155,82188.97858,83538.88107,86528.49563,88530.46967,93749.58421,102742.5787,112708.6088,125444.6816,136609.2583,151636.2767,167709.722,176070.3161,185608.2036,192530.9946,200616.7915,212815.3371,224531.1226,235690.8051,230598.8834,215876.5227,213581.3082,218213.3297,218555.9133,217814.5485,222766.4844,227832.0979,231854.1421,236665.3323,242108.8817,247921.2695,254105.3135,260460.8006,266971.5555,273646.0493,280487.1458,287499.3391,294686.819,302053.991,309605.34,317345.4735,325279.1103
Western Europe,Italy,273,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",1295087.93,1336530.744,1416722.589,1396690.131,1407598.281,1417001.038,1429938.257,1476068.065,1517368.45,1560765.187,1610584.812,1678132.739,1734987.876,1770607.178,1797166.285,1811543.616,1795239.723,1834734.997,1887942.312,1908709.677,1944975.161,1972204.813,2001787.886,2075854.037,2114519.267,2124065.177,2123075.835,2159819.202,2179932.585,2227867.935,2265364.352,2239171.481,2116142.301,2152609.711,2162285.895,2111089.571,2071298.391,2073383.588,2099244.938,2120854.833,2139866.529,2159293.584,2180731.508,2202572.509,2224589.209,2246837.517,2269305.241,2291998.469,2314918.406,2338067.603,2361448.273,2385062.755,2408913.38,2433002.511
Western Europe,Netherlands,320,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",385886.3326,394761.7182,402656.9526,415944.632,412617.075,407665.6701,416226.6492,429129.6753,440287.0468,452615.0841,461214.7707,476896.073,497879.5002,518790.4392,531241.4097,540272.5137,547296.0564,563714.938,581190.1011,600950.5646,626791.4388,651236.305,681844.4113,708436.3433,722085.7298,722633.8884,725061.9564,741275.1792,756440.5615,782115.7068,812782.2482,827454.2199,797099.7256,809284.4742,816910.7265,806715.0444,800170.1934,803400.908,816282.9756,826777.9482,839182.3768,852603.0094,867108.4019,882666.1064,898564.4235,914735.8155,931201.8034,947963.238,965026.6284,982397.0957,1000080.248,1018081.69,1036407.161,1055062.49
Western Europe,Norway,322,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",201513.5964,209372.6267,218585.0222,228421.3482,231847.6685,232079.5161,241130.6173,255357.3237,269146.6192,279912.4839,284950.9086,284381.0068,287219.1293,292676.2927,301749.2578,312310.4818,321055.1753,337428.9893,351601.0068,369532.6582,389487.4217,400003.5821,408003.6537,421467.7743,429862.6361,436500.8467,440868.1347,458308.5898,470307.3718,481118.5834,493883.2949,494217.1738,486137.269,488461.464,495012.6859,509349.5763,512550.7878,521254.285,532902.8617,545353.6521,558979.3213,572952.7772,587276.8717,601958.7186,617007.7046,632432.8926,648243.7149,664449.8078,681061.053,698087.5793,715539.7688,733428.263,751763.9696,770558.0688
Western Europe,Portugal,337,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",103962.5508,106890.101,112917.5668,118099.738,120010.714,122573.3931,122361.2025,120060.8369,123431.4724,128542.7149,136745.5319,146986.5525,156453.4256,162634.1547,169738.3503,171587.6097,168081.5995,169703.315,176971.3354,183519.2748,191594.1229,201365.4231,209621.4055,217796.6403,222097.9378,223795.6024,221756.1469,225216.4812,226962.3865,230249.2594,235695.1633,235675.3196,228820.8536,233253.6981,230336.9897,223039.053,219992.4324,221801.1187,224657.2641,228630.0251,232759.5315,236945.4097,241211.4441,245552.9782,249973.0048,254472.4995,259053.0096,263715.9625,268462.8505,273295.1818,278214.495,283222.356,288320.3584,293510.1248
Western Europe,Spain,236,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",617660.7732,626697.1711,626957.5419,634499.8411,633865.3413,641471.7254,653018.2164,664772.5443,680062.3128,702504.3692,741142.1095,778940.3571,816329.4942,847350.015,868533.7653,876350.5692,867587.0635,888409.1531,932829.6107,956150.351,993440.2147,1038145.024,1086937.84,1141284.733,1183163.383,1215229.341,1252773.006,1293604.781,1339963.002,1394582.808,1443102.904,1455927.222,1400130.682,1397312.827,1398015.796,1375067.842,1358257.097,1371720.775,1390750.198,1415538.78,1443847.655,1474105.594,1504976.715,1535175.721,1565858.031,1597180.872,1629122.968,1661705.834,1694939.839,1728838.665,1763415.43,1798683.743,1834657.418,1871350.566
Western Europe,Sweden,351,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",260051.0649,264731.984,274791.7994,279463.26,278904.3335,282251.1855,287331.7068,299686.9702,306280.0836,315162.206,326192.8832,335000.0911,344380.0936,347827.3383,344001.2376,339873.2228,332735.8851,346045.3205,359541.088,365293.7454,375156.6765,390913.2569,409286.18,427704.0581,433103.0102,443858.7537,454226.0564,473462.0016,488427.074,509415.5983,526298.8354,523070.3919,496771.7316,529344.2849,544867.6922,549924.9325,558929.1087,569895.3402,586111.6602,600890.2196,614644.5081,627632.4183,640795.6149,654256.9013,667995.0695,682023.2933,696345.6938,710968.9777,725899.3209,741143.2103,756707.2177,772598.0693,788822.6287,805387.9039
Western Europe,Switzerland,191,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",348029.9533,349422.0731,358157.625,376459.4796,382482.8313,377510.5545,379775.6178,391168.8863,405642.1351,413349.3357,419962.9251,433821.7016,452476.0348,469217.648,464994.6892,464994.6892,464529.6945,470568.5805,472921.4235,475286.0306,484791.7512,497881.1285,504851.4643,523530.9684,529562.4641,530544.2179,530655.9898,543503.8287,558151.0254,579090.471,601360.6551,614375.6679,602476.3175,620753.5601,631866.7276,638058.2378,650358.1976,661441.9549,676293.6498,689695.6123,702128.8292,714098.9813,726232.1103,738579.8119,751135.1997,763904.6239,776890.9681,790098.1243,803529.7885,817189.7949,831082.0214,845210.4157,859578.9928,874191.8357
Western Europe,Turkey,368,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",203693.2671,206748.6661,205508.1741,200575.9779,210404.2008,217978.7521,228877.6897,244212.4949,254469.4197,272282.2791,298149.0956,304410.2266,305323.4572,333718.5388,336722.0056,356925.326,385479.352,364277.9877,390506.0028,417841.423,449179.5297,469841.7881,453867.1673,484730.1347,457112.7493,485288.4461,510840.1705,558669.1527,605662.2485,647630.6582,677865.8095,682331.8504,649403.3666,708868.9273,771056.2089,787460.1261,819349.7971,837172.8393,865042.0347,902217.8109,940039.9161,978823.6529,1021744.686,1067700.07,1115749.13,1165957.157,1218425.404,1273254.508,1330550.977,1390425.761,1452994.92,1518379.691,1586706.781,1658108.598
Western Europe,United Kingdom,245,Countries & Consumers,2014,Economy and Finance,1632,  Total GDP,1634,no,no,1,Socio-economic indicators,173,USD million,1000000,"Historic Constant 2013 Prices, Forecast Constant 2013 Prices","Historic Fixed 2013 Exchange Rates, Forecast Fixed 2013 Exchange Rates",1108854.408,1145446.604,1177519.108,1153968.726,1138967.133,1164024.41,1208257.337,1243296.8,1291785.375,1347332.146,1417393.418,1496767.449,1535683.403,1563325.704,1535185.842,1549002.514,1597021.592,1670484.585,1723940.092,1777382.235,1868028.729,1935277.763,1991400.818,2079022.454,2124446.595,2173203.653,2259026.968,2330707.549,2406098.042,2472389.512,2557127.97,2537449.329,2406252.841,2446190.778,2473524.073,2479743.413,2520962.851,2594385.333,2656887.76,2715531.563,2777560.516,2838717.655,2898471.853,2959312.205,3021465.145,3084913.941,3149697.666,3215841.183,3283373.888,3352324.723,3422723.543,3494600.737,3567987.352,3642915.087
Asia Pacific,Azerbaijan,163,Countries & Consumers,2014,Households and Homes,30448,  Possession of Refrigerator,2508,yes,no,1,Socio-economic indicators,101,% of households,1,,,58.294193,62.21572,65.496627,68.241566,70.538093,72.45946,74.066953,75.411846,76.537038,77.478419,78.266016,78.924952,79.476244,79.937477,81,79,76.48862,71.72258,65,67,82,85,88,89,94,94.8,95.2,95.55,95.79,96.04,96.32,96.52,96.76,96.91,97.13,97.26,97.43,97.53,97.64,97.75,97.84,97.91,97.97,98,98.0288,98.051104,98.06799232,98.08063171,98.08948224,98.09664082,98.10206809,98.10614521,98.10919745,98.1114827
Asia Pacific,Azerbaijan,163,Countries & Consumers,2014,Population,1552,Population: National Estimates at January 1st,1554,no,no,0,Socio-economic indicators,101,0,1000,,,5828.3,5924,6028.3,6114.3,6206.7,6308.8,6406.3,6513.3,6622.4,6717.9,6822.7,6928,7021.2,7131.9,7218.5,7324.1,7440,7549.6,7643.5,7726.2,7799.8,7876.7,7953.4,8032.8,8114.3,8191.4,8269.2,8349.1,8447.4,8553.1,8666.1,8779.9,8922.4,8997.6,9111.1,9235.1,9362.011681,9486.023248,9607.373564,9726.035675,9841.579561,9953.052507,10059.19017,10158.77889,10251.15257,10336.3059,10414.75942,10487.359,10555.07119,10618.45047,10677.72626,10733.49981,10786.82514,10838.71117
